# sample_id: compound number in the SI
# fc_gap: vertical excitation energy in eV (frozen core approximation)
# fluo_peak_w: emission energy in eV
# fc_corr: energy difference between vertical excitation energy and emission energy in eV
# osc_strength: oscillator strength of vertical transition
# fluo_rate_abs: fluorescence rate estimated from oscillator strength and excitation energy of vertical transition, in 1e6 s-1
# fluo_rate_em: fluorescence rate estimated from Franck-Condon calculations, in 1e6 s-1
sample_id,fc_gap,fluo_peak_w,fc_corr,osc_strength,fluo_rate_abs,fluo_rate_em
S529,2.829048e+00,2.735750e+00,9.329809e-02,1.144723e-01,3.975489e+01,3.433509e+01
S530,2.786852e+00,2.678190e+00,1.086617e-01,5.696937e-02,1.919901e+01,1.604499e+01
S531,2.768716e+00,2.678078e+00,9.063789e-02,2.611700e-01,8.687395e+01,7.554194e+01
S532,2.462160e+00,2.110718e+00,3.514415e-01,4.871571e-03,1.281478e+00,7.027668e-01
S533,2.967996e+00,2.891360e+00,7.663626e-02,1.228433e-01,4.695565e+01,4.204000e+01
S534,2.217372e+00,1.528882e+00,6.884901e-01,3.316772e-03,7.076237e-01,2.247935e-01
S535,2.148555e+00,1.727966e+00,4.205896e-01,9.015343e-04,1.805863e-01,8.463662e-02
S536,2.127087e+00,1.594314e+00,5.327729e-01,1.153102e-03,2.263851e-01,8.728251e-02
S537,2.726484e+00,2.584950e+00,1.415336e-01,6.300227e-01,2.032224e+02,1.611221e+02
S538,2.634257e+00,2.471040e+00,1.632175e-01,6.434674e-01,1.937548e+02,1.462825e+02
S539,2.583784e+00,2.413093e+00,1.706914e-01,5.619995e-01,1.628013e+02,1.202579e+02
S540,2.722521e+00,2.580910e+00,1.416107e-01,5.877685e-01,1.890420e+02,1.502947e+02
S541,2.229600e+00,1.726140e+00,5.034603e-01,4.041885e-03,8.718613e-01,3.774514e-01
S542,2.610643e+00,2.452787e+00,1.578559e-01,5.444238e-01,1.610058e+02,1.223847e+02
S543,2.164488e+00,1.474686e+00,6.898026e-01,1.780176e-03,3.618954e-01,1.099921e-01
S544,2.091523e+00,1.299921e+00,7.916020e-01,2.102209e-03,3.990346e-01,9.039281e-02
S545,2.556756e+00,2.378291e+00,1.784655e-01,5.208007e-01,1.477269e+02,1.071872e+02
S546,2.103399e+00,1.690394e+00,4.130049e-01,6.786804e-04,1.302921e-01,5.966061e-02
S547,1.953550e+00,1.369858e+00,5.836920e-01,6.401257e-04,1.060044e-01,3.220379e-02
S548,2.592365e+00,2.406456e+00,1.859084e-01,6.126850e-01,1.786648e+02,1.287438e+02
S549,2.452324e+00,2.192980e+00,2.593439e-01,4.833243e-01,1.261258e+02,7.742037e+01
S550,1.885351e+00,1.153453e+00,7.318981e-01,1.832919e-03,2.827075e-01,5.808456e-02
S551,2.476120e+00,2.254798e+00,2.213215e-01,5.378187e-01,1.430832e+02,9.372328e+01
S552,1.910991e+00,1.195883e+00,7.151082e-01,1.120504e-03,1.775580e-01,3.929567e-02
S553,2.419031e+00,2.155068e+00,2.639631e-01,4.923473e-01,1.250156e+02,7.539882e+01
S554,2.498727e+00,2.400677e+00,9.805067e-02,2.578423e-02,6.985565e+00,5.808534e+00
S555,2.201083e+00,2.118837e+00,8.224630e-02,2.483761e-02,5.221464e+00,4.413669e+00
S556,2.697050e+00,2.594080e+00,1.029702e-01,3.681035e-03,1.161870e+00,9.726820e-01
S557,2.117133e+00,2.051209e+00,6.592345e-02,2.036137e-02,3.960159e+00,3.423173e+00
S558,2.494316e+00,2.420071e+00,7.424435e-02,5.717974e-04,1.543670e-01,1.349730e-01
S559,2.241881e+00,2.170065e+00,7.181600e-02,4.351607e-02,9.490400e+00,8.194979e+00
S560,2.495960e+00,2.404791e+00,9.116873e-02,2.995824e-02,8.098434e+00,6.830134e+00
S561,2.273692e+00,2.199033e+00,7.465861e-02,4.913365e-02,1.102178e+01,9.491630e+00
S562,2.486173e+00,2.404819e+00,8.135472e-02,1.036492e-01,2.779958e+01,2.389128e+01
S563,2.450254e+00,2.374616e+00,7.563857e-02,9.225473e-02,2.403370e+01,2.084664e+01
S564,2.402804e+00,2.331597e+00,7.120655e-02,7.902156e-02,1.979665e+01,1.727951e+01
S565,2.324844e+00,2.249728e+00,7.511532e-02,5.896908e-02,1.382998e+01,1.193654e+01
S566,2.251467e+00,2.180568e+00,7.089908e-02,5.262091e-02,1.157442e+01,1.002041e+01
S567,2.257718e+00,2.184869e+00,7.284914e-02,4.648878e-02,1.028246e+01,8.881604e+00
S568,2.165749e+00,2.059618e+00,1.061303e-01,2.919879e-02,5.942791e+00,4.722115e+00
S569,2.250564e+00,2.149722e+00,1.008415e-01,4.147275e-02,9.114966e+00,7.432452e+00
S570,2.236706e+00,2.156932e+00,7.977415e-02,4.192768e-02,9.101822e+00,7.720455e+00
S571,2.061120e+00,1.976714e+00,8.440596e-02,6.037056e-02,1.112862e+01,9.211277e+00
S572,2.350231e+00,2.282960e+00,6.727088e-02,6.273243e-02,1.503567e+01,1.319099e+01
S573,2.368179e+00,2.300089e+00,6.808984e-02,7.264439e-02,1.767831e+01,1.552056e+01
S574,2.372746e+00,2.303896e+00,6.884998e-02,6.430554e-02,1.570943e+01,1.377151e+01
S575,2.408109e+00,2.339478e+00,6.863140e-02,6.692734e-02,1.684090e+01,1.478335e+01
S576,2.410873e+00,2.344036e+00,6.683705e-02,8.107166e-02,2.044689e+01,1.801109e+01
S577,2.425551e+00,2.357877e+00,6.767415e-02,7.118774e-02,1.817337e+01,1.599570e+01
S578,2.307874e+00,2.236515e+00,7.135883e-02,8.545639e-02,1.975051e+01,1.717194e+01
S579,2.290678e+00,2.221058e+00,6.961962e-02,6.135820e-02,1.397045e+01,1.216147e+01
S580,2.279853e+00,2.208307e+00,7.154666e-02,6.608117e-02,1.490394e+01,1.292727e+01
S581,2.246025e+00,2.174913e+00,7.111128e-02,4.846054e-02,1.060784e+01,9.173420e+00
S582,2.307371e+00,2.239196e+00,6.817428e-02,1.329052e-01,3.070339e+01,2.685764e+01
S583,2.252371e+00,2.182144e+00,7.022642e-02,5.869727e-02,1.292133e+01,1.120717e+01
S584,2.414428e+00,2.344367e+00,7.006075e-02,6.427787e-02,1.625922e+01,1.424979e+01
S585,2.413289e+00,2.343107e+00,7.018164e-02,6.433803e-02,1.625908e+01,1.427883e+01
S586,1.780037e+00,9.524885e-01,8.275483e-01,4.057592e-04,5.578738e-02,6.758597e-03
S587,2.317216e+00,1.617878e+00,6.993376e-01,1.367039e-01,3.185103e+01,9.010279e+00
S588,2.114420e+00,1.407118e+00,7.073021e-01,4.079449e-04,7.913957e-02,2.096106e-02
S589,2.420606e+00,2.350330e+00,7.027607e-02,6.306405e-02,1.603392e+01,1.409213e+01
S590,2.414973e+00,2.342640e+00,7.233311e-02,6.600199e-02,1.670287e+01,1.463041e+01
S591,2.421283e+00,2.349064e+00,7.221865e-02,6.684473e-02,1.700466e+01,1.490461e+01
S592,2.415081e+00,2.346480e+00,6.860154e-02,8.754384e-02,2.215637e+01,1.947940e+01
S593,2.662409e+00,2.586834e+00,7.557503e-02,9.495776e-02,2.920718e+01,2.579042e+01
S594,2.668615e+00,2.592146e+00,7.646897e-02,9.618898e-02,2.972397e+01,2.624812e+01
S595,2.607808e+00,2.530947e+00,7.686097e-02,1.152118e-01,3.399835e+01,3.002522e+01
S596,2.624990e+00,2.545628e+00,7.936202e-02,1.134057e-01,3.390781e+01,2.992831e+01
S597,2.375530e+00,2.303222e+00,7.230769e-02,3.954027e-02,9.682115e+00,8.427242e+00
S598,2.374150e+00,2.308899e+00,6.525080e-02,6.665446e-02,1.630253e+01,1.437355e+01
S599,2.313570e+00,2.239628e+00,7.394190e-02,3.115272e-02,7.235536e+00,6.254176e+00
S600,2.220543e+00,2.150889e+00,6.965357e-02,5.207845e-02,1.114258e+01,9.649262e+00
S601,2.276008e+00,2.203836e+00,7.217271e-02,4.137641e-02,9.300581e+00,8.041063e+00
S602,2.214021e+00,2.141632e+00,7.238867e-02,5.723394e-02,1.217382e+01,1.049437e+01
S603,2.312646e+00,2.240077e+00,7.256978e-02,7.000385e-02,1.624613e+01,1.414608e+01
S604,2.233803e+00,2.157035e+00,7.676865e-02,8.447901e-02,1.829145e+01,1.570882e+01
S605,2.265609e+00,2.194652e+00,7.095696e-02,8.785934e-02,1.956894e+01,1.697293e+01
S606,2.243907e+00,2.182521e+00,6.138557e-02,2.026235e-01,4.426996e+01,3.900264e+01
S607,2.285236e+00,2.213556e+00,7.167959e-02,5.726941e-02,1.297760e+01,1.125497e+01
S608,2.223254e+00,2.149974e+00,7.327951e-02,6.661043e-02,1.428663e+01,1.228281e+01
S609,2.231487e+00,2.160270e+00,7.121744e-02,7.252099e-02,1.566975e+01,1.353824e+01
S610,2.223302e+00,2.147029e+00,7.627282e-02,4.216705e-02,9.044396e+00,7.765600e+00
S611,2.260780e+00,2.190662e+00,7.011808e-02,6.602196e-02,1.464248e+01,1.270403e+01
S612,2.235303e+00,2.159323e+00,7.598073e-02,7.006243e-02,1.519035e+01,1.304342e+01
S613,2.218333e+00,2.144549e+00,7.378462e-02,7.750869e-02,1.655059e+01,1.423040e+01
S614,2.181157e+00,2.118081e+00,6.307618e-02,1.204006e-01,2.485490e+01,2.170981e+01
S615,2.302491e+00,2.232751e+00,6.974071e-02,1.716307e-01,3.948212e+01,3.436668e+01
S616,2.240746e+00,2.173937e+00,6.680959e-02,3.037353e-01,6.617442e+01,5.783026e+01
S617,2.270353e+00,2.196955e+00,7.339787e-02,8.977883e-02,2.008030e+01,1.738300e+01
S618,2.281589e+00,2.211945e+00,6.964375e-02,1.276104e-01,2.882507e+01,2.510306e+01
S619,2.221507e+00,2.157786e+00,6.372124e-02,1.448727e-01,3.102357e+01,2.712175e+01
S620,2.302565e+00,2.227438e+00,7.512708e-02,1.711901e-01,3.938330e+01,3.408459e+01
S621,2.281980e+00,2.213309e+00,6.867099e-02,1.184311e-01,2.676079e+01,2.332089e+01
S622,2.239418e+00,2.168021e+00,7.139649e-02,1.332829e-01,2.900375e+01,2.509552e+01
S623,2.136216e+00,1.968628e+00,1.675876e-01,5.900635e-03,1.168419e+00,7.953598e-01
S624,2.350155e+00,2.223012e+00,1.271432e-01,2.913373e-03,6.982301e-01,5.370707e-01
S625,2.199762e+00,2.080675e+00,1.190871e-01,5.784736e-03,1.214631e+00,9.367190e-01
S626,2.410907e+00,2.286668e+00,1.242383e-01,2.125190e-03,5.360040e-01,4.179747e-01
S627,2.333177e+00,2.186122e+00,1.470551e-01,3.021932e-03,7.138214e-01,5.274769e-01
S628,1.931623e+00,1.726384e+00,2.052388e-01,1.121807e-02,1.816237e+00,1.063697e+00
S629,1.847320e+00,1.648505e+00,1.988147e-01,1.872087e-02,2.772169e+00,1.607576e+00
S630,2.427434e+00,2.287378e+00,1.400564e-01,1.214008e-03,3.104030e-01,2.344909e-01
S631,1.832928e+00,1.754197e+00,7.873085e-02,1.514683e-02,2.208116e+00,1.804363e+00
S632,2.103250e+00,2.004758e+00,9.849205e-02,3.838132e-02,7.367350e+00,5.918247e+00
S633,1.763459e+00,1.545689e+00,2.177707e-01,1.581431e-02,2.133982e+00,1.139840e+00
S634,1.814827e+00,1.734766e+00,8.006077e-02,3.284174e-02,4.693599e+00,3.834668e+00
S635,2.335050e+00,2.221299e+00,1.137513e-01,7.774866e-02,1.839479e+01,1.455765e+01
S636,2.454327e+00,2.352896e+00,1.014303e-01,1.042021e-02,2.723648e+00,2.246096e+00
S637,2.291725e+00,2.220781e+00,7.094378e-02,4.405549e-01,1.004002e+02,8.708909e+01
S638,2.403792e+00,2.287560e+00,1.162324e-01,5.772726e-02,1.447386e+01,1.151294e+01
S639,2.414924e+00,2.283970e+00,1.309545e-01,7.242117e-02,1.832661e+01,1.409583e+01
S640,2.282786e+00,2.156206e+00,1.265804e-01,4.653080e-02,1.052157e+01,8.061236e+00
S641,2.484694e+00,2.348560e+00,1.361335e-01,6.154382e-02,1.648692e+01,1.263588e+01
S642,2.438564e+00,2.322417e+00,1.161478e-01,7.799313e-02,2.012493e+01,1.606885e+01
S643,2.367656e+00,2.292282e+00,7.537383e-02,1.451467e-01,3.530644e+01,3.053932e+01
S644,2.271711e+00,2.198555e+00,7.315521e-02,9.249143e-02,2.071176e+01,1.793096e+01
S645,2.297981e+00,2.204939e+00,9.304189e-02,1.168884e-01,2.678391e+01,2.217564e+01
S646,2.409490e+00,2.290759e+00,1.187318e-01,7.056005e-02,1.777538e+01,1.409331e+01
S647,2.403590e+00,2.303272e+00,1.003185e-01,1.774604e-01,4.448688e+01,3.658383e+01
S648,2.393584e+00,2.322936e+00,7.064803e-02,3.959017e-01,9.842248e+01,8.595819e+01
S649,2.311569e+00,2.243581e+00,6.798821e-02,2.552065e-01,5.917183e+01,5.192525e+01
S650,1.868248e+00,1.798997e+00,6.925174e-02,8.257795e-02,1.250670e+01,1.058457e+01
S651,2.379501e+00,2.292867e+00,8.663440e-02,2.338432e-01,5.745213e+01,4.858183e+01
S652,2.147459e+00,2.052979e+00,9.448004e-02,1.309718e-01,2.620818e+01,2.137482e+01
S653,2.519031e+00,2.415186e+00,1.038458e-01,2.253150e-01,6.203929e+01,5.118031e+01
S654,2.480190e+00,2.393240e+00,8.694981e-02,2.540754e-01,6.781751e+01,5.783453e+01
S655,2.443795e+00,2.358402e+00,8.539277e-02,2.372159e-01,6.147279e+01,5.253555e+01
S656,2.294028e+00,2.221316e+00,7.271139e-02,4.767220e-01,1.088609e+02,9.422536e+01
S657,2.195373e+00,2.070681e+00,1.246925e-01,2.961071e-01,6.192629e+01,4.735843e+01
S658,2.288073e+00,2.216646e+00,7.142762e-02,4.939782e-01,1.122167e+02,9.736982e+01
S659,2.200293e+00,2.077879e+00,1.224137e-01,3.078715e-01,6.467553e+01,4.966966e+01
S660,2.260172e+00,2.170792e+00,8.937910e-02,3.096860e-01,6.864579e+01,5.713177e+01
S661,2.276261e+00,2.206406e+00,6.985493e-02,4.218055e-01,9.483443e+01,8.272616e+01
S662,2.277163e+00,2.205805e+00,7.135801e-02,5.024171e-01,1.130479e+02,9.805023e+01
S663,2.276536e+00,2.202187e+00,7.434942e-02,5.213880e-01,1.172519e+02,1.014624e+02
S664,2.278512e+00,2.207393e+00,7.111962e-02,5.184967e-01,1.168042e+02,1.016172e+02
S665,2.224468e+00,2.158317e+00,6.615099e-02,5.992586e-01,1.286697e+02,1.133943e+02
S666,2.106730e+00,2.023022e+00,8.370816e-02,4.144561e-01,7.981896e+01,6.765611e+01
S667,2.262515e+00,2.204969e+00,5.754654e-02,5.483660e-01,1.218044e+02,1.089891e+02
S668,2.242825e+00,2.178014e+00,6.481104e-02,6.045700e-01,1.319614e+02,1.167982e+02
S669,2.237002e+00,2.175864e+00,6.113753e-02,7.187032e-01,1.560601e+02,1.385747e+02
S670,2.209133e+00,2.139272e+00,6.986113e-02,6.220514e-01,1.317285e+02,1.154152e+02
S671,2.206944e+00,2.130908e+00,7.603590e-02,6.146216e-01,1.298973e+02,1.123769e+02
S672,2.226846e+00,2.161030e+00,6.581592e-02,6.001072e-01,1.291275e+02,1.137245e+02
S673,2.235500e+00,2.177938e+00,5.756289e-02,6.554568e-01,1.421357e+02,1.275338e+02
S674,2.234853e+00,2.177908e+00,5.694500e-02,5.802937e-01,1.257637e+02,1.125131e+02
S675,2.270725e+00,2.202869e+00,6.785575e-02,3.881666e-01,8.684740e+01,7.573899e+01
S676,2.289697e+00,2.218037e+00,7.165988e-02,4.511296e-01,1.026282e+02,8.890162e+01
S677,2.237105e+00,2.174488e+00,6.261732e-02,4.101436e-01,8.906732e+01,7.841664e+01
S678,2.230545e+00,2.123318e+00,1.072267e-01,3.177942e-01,6.860844e+01,5.482529e+01
S679,2.026506e+00,1.793052e+00,2.334540e-01,1.805578e-01,3.217523e+01,1.800907e+01
S680,2.118633e+00,1.942237e+00,1.763967e-01,2.474364e-01,4.819310e+01,3.212513e+01
S681,2.205401e+00,2.148818e+00,5.658297e-02,7.095599e-01,1.497523e+02,1.333401e+02
S682,2.208597e+00,2.149051e+00,5.954588e-02,5.362095e-01,1.134951e+02,1.008445e+02
S683,2.169430e+00,2.073443e+00,9.598752e-02,4.956464e-01,1.012216e+02,8.282234e+01
S684,2.085793e+00,1.945134e+00,1.406592e-01,4.186543e-01,7.903282e+01,5.746630e+01
S685,2.128699e+00,2.011166e+00,1.175324e-01,4.682315e-01,9.206586e+01,7.134143e+01
S686,2.076461e+00,1.928574e+00,1.478875e-01,4.226409e-01,7.907308e+01,5.647893e+01
S687,2.094068e+00,1.964162e+00,1.299061e-01,4.045594e-01,7.697924e+01,5.728270e+01
S688,1.861186e+00,1.582932e+00,2.782541e-01,1.941438e-01,2.918184e+01,1.363846e+01
S689,2.171756e+00,2.078537e+00,9.321938e-02,5.120309e-01,1.047920e+02,8.616857e+01
S690,2.037594e+00,1.868770e+00,1.688244e-01,3.810532e-01,6.864843e+01,4.615192e+01
S691,1.865342e+00,1.802119e+00,6.322327e-02,9.272275e-02,1.399951e+01,1.195046e+01
S692,2.130197e+00,2.044736e+00,8.546074e-02,1.512301e-01,2.977745e+01,2.472093e+01
S693,2.330427e+00,2.262246e+00,6.818013e-02,2.983336e-01,7.030441e+01,6.172540e+01
S694,1.830975e+00,1.752406e+00,7.856876e-02,4.419239e-02,6.428679e+00,5.291282e+00
S695,2.334121e+00,2.230089e+00,1.040321e-01,1.077028e-01,2.546148e+01,2.057671e+01
S696,2.116169e+00,1.999834e+00,1.163344e-01,6.537724e-02,1.270389e+01,9.855691e+00
S697,1.801563e+00,1.724448e+00,7.711478e-02,6.540474e-02,9.211228e+00,7.574801e+00
S698,2.293270e+00,2.191230e+00,1.020396e-01,1.848785e-01,4.218968e+01,3.425445e+01
S699,2.079774e+00,1.964409e+00,1.153654e-01,1.018164e-01,1.910997e+01,1.479401e+01
S700,1.863256e+00,1.792653e+00,7.060319e-02,8.895058e-02,1.339996e+01,1.129871e+01
S701,2.370241e+00,2.284278e+00,8.596263e-02,2.630059e-01,6.411505e+01,5.424964e+01
S702,2.140846e+00,2.046798e+00,9.404802e-02,1.442710e-01,2.869189e+01,2.340947e+01
S703,1.853802e+00,1.784162e+00,6.964003e-02,7.997745e-02,1.192625e+01,1.007267e+01
S704,2.121089e+00,2.030576e+00,9.051341e-02,1.239336e-01,2.419448e+01,1.986906e+01
S705,2.336466e+00,2.254895e+00,8.157084e-02,2.164588e-01,5.127479e+01,4.385505e+01
S706,1.875353e+00,1.810242e+00,6.511006e-02,8.675314e-02,1.323917e+01,1.127519e+01
S707,2.362995e+00,2.277919e+00,8.507553e-02,2.682668e-01,6.499832e+01,5.550777e+01
S708,1.747499e+00,1.660794e+00,8.670484e-02,7.198689e-02,9.538868e+00,7.599022e+00
S709,2.150549e+00,2.058687e+00,9.186258e-02,1.407316e-01,2.824229e+01,2.324224e+01
S710,2.092424e+00,1.986878e+00,1.055460e-01,1.252817e-01,2.380106e+01,1.889179e+01
S711,1.726634e+00,1.647837e+00,7.879771e-02,7.554260e-02,9.772422e+00,7.892040e+00
S712,2.084062e+00,1.983659e+00,1.004022e-01,1.289136e-01,2.429570e+01,1.933222e+01
S713,2.232059e+00,2.168130e+00,6.392906e-02,1.091735e-01,2.360142e+01,2.079516e+01
S714,2.169867e+00,2.097757e+00,7.210974e-02,1.043139e-01,2.131170e+01,1.832683e+01
S715,2.453708e+00,2.335942e+00,1.177659e-01,2.916008e-02,7.618055e+00,6.233227e+00
S716,1.865116e+00,1.800936e+00,6.417978e-02,8.416875e-02,1.270492e+01,1.081955e+01
S717,2.361763e+00,2.274210e+00,8.755275e-02,2.550546e-01,6.173270e+01,5.223919e+01
S718,2.142978e+00,2.049004e+00,9.397469e-02,1.362140e-01,2.714357e+01,2.221804e+01
S719,1.997532e+00,1.814664e+00,1.828679e-01,4.349135e-01,7.530085e+01,4.827534e+01
S720,2.156042e+00,2.059838e+00,9.620454e-02,6.777739e-01,1.367127e+02,1.121307e+02
S721,1.988080e+00,1.797428e+00,1.906518e-01,4.095205e-01,7.023491e+01,4.419875e+01
S722,2.150732e+00,2.055043e+00,9.568969e-02,6.604447e-01,1.325619e+02,1.086378e+02
S723,1.974906e+00,1.786059e+00,1.888462e-01,4.379664e-01,7.412130e+01,4.682418e+01
S724,1.983345e+00,1.795116e+00,1.882294e-01,4.271480e-01,7.290956e+01,4.598854e+01
S725,1.990426e+00,1.806714e+00,1.837119e-01,4.374249e-01,7.519783e+01,4.825975e+01
S726,2.136405e+00,2.039011e+00,9.739317e-02,6.916882e-01,1.369894e+02,1.118388e+02
S727,2.144451e+00,2.048743e+00,9.570804e-02,6.743180e-01,1.345571e+02,1.101990e+02
S728,2.149139e+00,2.053150e+00,9.598869e-02,6.828278e-01,1.368515e+02,1.122186e+02
S729,1.954262e+00,1.739057e+00,2.152055e-01,2.875993e-01,4.766100e+01,2.765385e+01
S730,1.750024e+00,1.454819e+00,2.952050e-01,1.459833e-01,1.939996e+01,7.992343e+00
S731,2.103909e+00,1.980761e+00,1.231478e-01,5.701231e-01,1.095045e+02,8.568637e+01
S732,2.053150e+00,1.945756e+00,1.073935e-01,6.285301e-01,1.149680e+02,9.199086e+01
S733,2.268740e+00,2.204994e+00,6.374525e-02,5.551949e-01,1.240008e+02,1.094810e+02
S734,2.178988e+00,2.092701e+00,8.628648e-02,5.894971e-01,1.214509e+02,1.029922e+02
S735,2.205303e+00,2.132833e+00,7.247046e-02,6.072161e-01,1.281414e+02,1.115525e+02
S736,2.201366e+00,2.128592e+00,7.277386e-02,6.245833e-01,1.313361e+02,1.144024e+02
S737,2.279873e+00,2.221185e+00,5.868790e-02,5.876216e-01,1.325344e+02,1.184155e+02
S738,2.272139e+00,2.214248e+00,5.789138e-02,5.956023e-01,1.334246e+02,1.193635e+02
S739,2.277233e+00,2.217706e+00,5.952740e-02,6.179819e-01,1.390594e+02,1.240049e+02
S740,2.280640e+00,2.220380e+00,6.026000e-02,4.894765e-01,1.104727e+02,9.837570e+01
S741,1.879190e+00,1.615327e+00,2.638625e-01,2.287655e-01,3.505431e+01,1.710792e+01
S742,2.012915e+00,1.840684e+00,1.722312e-01,3.804652e-01,6.689221e+01,4.433735e+01
S743,2.023847e+00,1.852088e+00,1.717591e-01,3.713171e-01,6.599483e+01,4.382551e+01
S744,2.031291e+00,1.863635e+00,1.676559e-01,3.844491e-01,6.883233e+01,4.635895e+01
S745,2.063410e+00,1.907297e+00,1.561132e-01,3.911798e-01,7.226982e+01,5.033850e+01
S746,1.895693e+00,1.639467e+00,2.562259e-01,2.288232e-01,3.568170e+01,1.791539e+01
S747,2.061143e+00,1.949565e+00,1.115779e-01,6.183057e-01,1.139801e+02,9.076081e+01
S748,2.091358e+00,1.991137e+00,1.002208e-01,6.478206e-01,1.229478e+02,1.006392e+02
S749,1.991650e+00,1.867148e+00,1.245018e-01,6.131298e-01,1.055329e+02,8.068154e+01
S750,2.274834e+00,2.208060e+00,6.677460e-02,5.525409e-01,1.240719e+02,1.089124e+02
S751,2.037564e+00,1.902163e+00,1.354011e-01,5.642591e-01,1.016507e+02,7.726421e+01
S752,2.306423e+00,2.237453e+00,6.896973e-02,4.613618e-01,1.064949e+02,9.337356e+01
S753,2.153787e+00,2.079455e+00,7.433195e-02,8.077745e-01,1.625943e+02,1.411332e+02
S754,2.234284e+00,2.164228e+00,7.005537e-02,6.378016e-01,1.381566e+02,1.213359e+02
S755,2.254956e+00,2.196813e+00,5.814335e-02,6.112804e-01,1.348734e+02,1.206472e+02
S756,2.159939e+00,2.080973e+00,7.896608e-02,7.281187e-01,1.473991e+02,1.268473e+02
S757,2.147433e+00,2.065646e+00,8.178775e-02,6.734830e-01,1.347645e+02,1.151480e+02
S758,2.211244e+00,2.147524e+00,6.371934e-02,5.438309e-01,1.153843e+02,1.021593e+02
S759,2.258497e+00,2.194712e+00,6.378511e-02,5.798973e-01,1.283511e+02,1.132887e+02
S760,2.225905e+00,2.165800e+00,6.010577e-02,6.824319e-01,1.467176e+02,1.303111e+02
S761,2.256630e+00,2.195046e+00,6.158412e-02,6.120490e-01,1.352436e+02,1.201101e+02
S762,2.279144e+00,2.214933e+00,6.421087e-02,5.405736e-01,1.218450e+02,1.077357e+02
S763,2.215163e+00,2.152666e+00,6.249734e-02,6.553141e-01,1.395309e+02,1.238977e+02
S764,2.234056e+00,2.175684e+00,5.837205e-02,5.167113e-01,1.119040e+02,9.992368e+01
S765,1.985087e+00,1.855767e+00,1.293199e-01,6.279762e-01,1.073771e+02,8.154458e+01
S766,1.968685e+00,1.828316e+00,1.403690e-01,5.982615e-01,1.006127e+02,7.431772e+01
S767,2.001629e+00,1.869021e+00,1.326073e-01,6.146302e-01,1.068539e+02,8.104742e+01
S768,2.028254e+00,1.917262e+00,1.109923e-01,6.788765e-01,1.211839e+02,9.582144e+01
S769,1.746087e+00,1.486708e+00,2.593791e-01,3.062115e-01,4.051005e+01,1.968360e+01
S770,1.875712e+00,1.706083e+00,1.696289e-01,5.066034e-01,7.734105e+01,5.169737e+01
S771,2.063053e+00,1.879337e+00,1.837161e-01,4.320654e-01,7.979575e+01,5.389623e+01
S772,2.102873e+00,1.972924e+00,1.299492e-01,4.660582e-01,8.942846e+01,6.842516e+01
S773,2.004204e+00,1.782881e+00,2.213229e-01,3.855577e-01,6.720206e+01,4.071338e+01
S774,1.972736e+00,1.755473e+00,2.172634e-01,3.495732e-01,5.903177e+01,3.568504e+01
S775,1.809855e+00,1.471638e+00,3.382172e-01,2.221849e-01,3.157997e+01,1.222778e+01
S776,1.915298e+00,1.666466e+00,2.488316e-01,3.136804e-01,4.993093e+01,2.707204e+01
S777,1.945436e+00,1.710285e+00,2.351507e-01,3.051911e-01,5.012048e+01,2.839919e+01
S778,1.847365e+00,1.530460e+00,3.169041e-01,2.168850e-01,3.211768e+01,1.368383e+01
S779,1.916793e+00,1.692096e+00,2.246967e-01,3.019520e-01,4.813909e+01,2.789252e+01
S780,1.946617e+00,1.688929e+00,2.576876e-01,3.317247e-01,5.454417e+01,2.919149e+01
S781,2.156739e+00,2.052586e+00,1.041536e-01,5.351559e-01,1.080153e+02,8.876107e+01
S782,2.164542e+00,2.065822e+00,9.871974e-02,5.024692e-01,1.021530e+02,8.407501e+01
S783,2.141270e+00,2.036161e+00,1.051093e-01,4.668605e-01,9.288373e+01,7.503723e+01
S784,2.178267e+00,2.081060e+00,9.720744e-02,5.205051e-01,1.071660e+02,8.900539e+01
S785,2.129440e+00,2.012798e+00,1.166417e-01,4.904173e-01,9.649532e+01,7.611195e+01
S786,2.099764e+00,1.970128e+00,1.296363e-01,4.387486e-01,8.393951e+01,6.396128e+01
S787,1.787966e+00,1.559688e+00,2.282783e-01,3.046318e-01,4.225746e+01,2.292690e+01
S788,1.782562e+00,1.468123e+00,3.144384e-01,2.155870e-01,2.972497e+01,1.220072e+01
S789,2.006249e+00,1.842689e+00,1.635604e-01,4.721998e-01,8.247174e+01,5.780444e+01
S790,1.963613e+00,1.732960e+00,2.306535e-01,3.651747e-01,6.109732e+01,3.558427e+01
S791,1.944864e+00,1.702420e+00,2.424444e-01,3.322129e-01,5.452612e+01,3.058004e+01
S792,2.012300e+00,1.811470e+00,2.008297e-01,4.037490e-01,7.094250e+01,4.546239e+01
S793,1.878945e+00,1.580272e+00,2.986731e-01,2.822292e-01,4.323539e+01,1.987795e+01
S794,1.875262e+00,1.575663e+00,2.995990e-01,2.539704e-01,3.875401e+01,1.769866e+01
S795,1.696217e+00,1.364228e+00,3.319890e-01,1.197263e-01,1.494727e+01,5.444972e+00
S796,1.757910e+00,1.450059e+00,3.078509e-01,1.764157e-01,2.365594e+01,9.735149e+00
S797,1.803240e+00,1.584892e+00,2.183479e-01,3.165946e-01,4.467043e+01,2.518706e+01
